100 19 1,12 1,418
0,725594986079872
0,687555949373102
0,796256418281742
0,76199441712923
0,7460871108053
0,828292031252927
0,835208511182101
0,717782456410527
0,931662373432045
0,827199914725692
0,734171874720016
0,734171874720016
0,826769824740725
0,82891862320942
0,78541355229714
0,78541355229714
0,76622557766775
0,813939613211509
0,841301109453
0,841301109453
0,847389297124162
0,666255383617939
0,662381244887697
0,662381244887697


106 22 0,94 1,662
0,880591122329227
0,880591122329227
0,978285017274694
0,978285017274694
0,931449878303561
0,931449878303561
0,946163935727869
0,946163935727869
0,928146510698607
0,928146510698607
0,940661176480244
0,911619875486878
0,947932019718815
0,947932019718815
0,878999750464531
0,851122735439874
0,854156987009268
0,854156987009268
0,878302029956052
0,9493745427987
0,902381011601775
0,902381011601775
0,92608137586886
0,898297541016326


102 31 1,16 6,166
0,773793651094258
0,795110321862921
0,848034483499044
0,782661514380728
0,782917993305829
0,793674381870345
0,732094334134267
0,801047518446265
0,735042272730741
0,775565630122113
0,874765865586925
0,772710901368474
0,772446966952167
0,820891005072601
0,78933830625422
0,77404409174503
0,789365630945308
0,765833471902316
0,708337576666286
0,762902923995385
0,801958792307938
0,823818955554828
0,842089027816474
0,784699592596373


126 32 0,98 2,209
0,890077661226766
0,890077661226766
0,914051753061116
0,914051753061116
0,961617681650653
0,961617681650653
0,907765850513589
0,907765850513589
0,955138529915554
0,955138529915554
0,928605071736171
0,88706668178563
0,928590427401986
0,928590427401986
0,976808779015062
0,880421461844719
0,876983592000826
0,876983592000826
0,945083981065664
0,938721412220524
0,887757109146165
0,887757109146165
0,898759286965771
0,933002008393324


131 32 1,07 2,044
0,860273439997779
0,928844253175006
0,874197599085469
0,824597088055542
0,813066861025419
0,858956701893613
0,818215059246639
0,730631914754413
0,773377702159113
0,868315993242221
0,913428073089589
0,91139483720399
0,911981907799385
0,838345958884951
0,860035438993907
0,82330296977127
0,777404556232441
0,827181597714815
0,852101375174959
0,885081864447319
0,879974226107814
0,758050371315477
0,819575063218888
0,87188899813873


132 36 1,09 2,289
0,618284375495896
0,676231805867886
0,752463909255883
0,70114368683602
0,821954840447473
0,8863668518668
0,645986850000326
0,668573705531449
0,801836842314213
0,676231805867886
0,73835452341785
0,814408074269059
0,789481091653697
0,70114368683602
0,471320518156337
0,604634317163214
0,792001195138873
0,8863668518668
0,810115936428714
0,810558172276363
0,709435752050338
0,668573705531449
0,803393698475938
0,858025706170588


136 36 0,94 2,535
0,837200988665437
0,868436589312986
0,868436589312986
0,87659308079023
0,87659308079023
0,815380501113757
0,815380501113757
0,837200988665437
0,929926978392748
0,88236380435242
0,851058137447703
0,839589979593473
0,839589979593473
0,890091615752451
0,908601164971914
0,862033373557444
0,862033373557444
0,900315459987476
0,882406542987771
0,868674276551813
0,868674276551813
0,797736747633331
0,814366702126142
0,929926978392748


102 49 1,09 0,871
0,848083420033389
0,739550318290317
0,796131224193276
0,725875779138972
0,780532472262847
0,849509988804131
0,919687081540337
0,736972620373904
0,828187531638144
0,844273331663482
0,753629113730523
0,76996669359392
0,76996669359392
0,79557413345264
0,713616148835196
0,72448418573321
0,72448418573321
0,695856423195812
0,719401386010951
0,78950155303602
0,78950155303602
0,687310358306118
0,773247471154025
0,828187531638144


183 49 1,04 1,655
0,848360638276919
0,766819253319658
0,914550024093362
0,927918466690929
0,907628697268662
0,914737539950886
0,833056432354346
0,784079787598536
0,91414961112274
0,848360638276919
0,871443197815592
0,768205844129989
0,926004727342296
0,914550024093362
0,880882760212471
0,915635585575173
0,881475740265293
0,907628697268662
0,908194393058354
0,927082290455586
0,834441155905795
0,833056432354346
0,857057271782521
0,874802036808112


220 51 0,96 0,749
0,933538111077247
0,933538111077247
0,973352974059684
0,973352974059684
0,950923815592508
0,950923815592508
0,928001999201279
0,928001999201279
0,96632773719042
0,957335145347818
0,957335145347818
0,944223006850369
0,972247009996515
0,95498534463367
0,95498534463367
0,906823435650002
0,895389433254664
0,940421186712482
0,940421186712482
0,968521455643956
0,891496314026964
0,913086798453262
0,913086798453262
0,949940194178691


188 52 1,14 2,868
0,816287356093531
0,629763330628083
0,605003558945287
0,823019646044215
0,700980864788158
0,789713768369706
0,725480585478972
0,742596171511515
0,548893547767509
0,660448325647103
0,732030610789493
0,732030610789493
0,637270052803719
0,902516459320455
0,672941532894559
0,672941532894559
0,702741729421069
0,673157066285581
0,768552362391056
0,768552362391056
0,719484343390039
0,892851984540141
0,789422336489839
0,789422336489839


222 53 0,86 0,739
0,990351556192156
0,990351556192156
