438 0 0,906786871878123

308 1 0,936165602061603

456 2 0,970407552002694

715 2 0,929228370726329

715 2 0,932349497686863

407 2 0,928238336491325

593 3 0,930812067202628

520 3 0,840091738102898

680 3 0,948511090142466

355 3 0,889368016008216

505 4 0,968486743952378

359 4 0,916117485868041

330 4 0,926899902968228

425 4 0,932932216489005

764 5 0,734356256399146

387 5 0,833083180986152

387 5 0,835751703437581

459 5 0,868002124708892

651 5 0,8878083012495

410 6 0,849108765086971

421 6 0,670881795461032

439 6 0,909420526418059

585 6 0,904573926474468

470 6 0,89557691598422

540 7 0,894458790395616

540 7 0,895309956177286

483 7 0,942031168587626

516 7 0,911812855226097

516 7 0,928329324853805

723 7 0,782468203934566

413 8 0,839096354416745

426 7 0,962553184593345

426 7 0,95638146570832

448 8 0,966855579311415

626 8 0,759943206319393

263 9 0,89775868641746

263 9 0,901396565136042

275 8 0,895036505175157

232 9 0,933541656275939

270 9 0,956837716592195

406 9 0,846748848299938

708 9 0,678239814542804

204 9 0,844869166546628

461 10 0,798384505242775

229 10 0,962157512665454

483 10 0,775725257394143

493 11 0,941539219513502

605 10 0,920667668421139

617 11 0,919783402262036

694 10 0,928181304652754

551 11 0,95082337755917

204 12 0,759100104507013

490 12 0,858547049322578

336 13 0,682885400555231

336 13 0,6893603002557

440 13 0,786970752194272

639 13 0,962258880439046

642 13 0,905021707272575

10 14 0,970300900651523

496 14 0,789542624476264

267 14 0,814106126149829

298 15 0,910158657962741

393 15 0,923035475355707

196 15 0,676316658830364

303 16 0,859301774101084

381 16 0,830310880581994

9 16 0,865711316251529

472 17 0,898300408020793

730 17 0,838165784554353

122 18 0,949846298884574

544 19 0,775369114933782

413 19 0,951212937339219

518 19 0,803730709283812

550 19 0,886974155168824

536 19 0,960422024674583

508 20 0,88948717778459

373 20 0,895324547477588

514 20 0,725831165259147

514 20 0,616297982929087

615 21 0,950215150322079

474 21 0,785994416907829

656 21 0,844396792802344

738 21 0,860009192193884

567 21 0,698182324500986

666 22 0,820892349431403

710 22 0,966267387172012

710 22 0,972877075823614

223 23 0,959006161634195

320 23 0,800395206857088

114 24 0,902414021326527

491 23 0,921716819898149

506 23 0,822374598515105

501 24 0,902181605848177

594 24 0,893274896837604

755 24 0,219103382387049

195 25 0,902089116111231

195 25 0,877206857499546

213 27 0,869466051009134

736 27 0,908601499785106

238 28 0,883093683687185

238 28 0,939973724117685

250 28 0,86304289438333

445 28 0,956382348022913

389 28 0,70583697396671

