13 2 0,76785268901875

108 1 0,82145200874194

108 1 0,703479250354106

302 2 0,937036871199926

98 2 0,910383662795852

98 2 0,91878783728831

98 2 0,922101211903492

176 2 0,868338828202961

330 2 0,943774113736319

369 2 0,913545158318573

522 2 0,808807137829212

720 2 0,752724787556721

189 2 0,915993918214757

439 2 0,846823045540254

571 2 0,944804992889242

717 2 0,601191071569792

724 2 0,895810622583725

173 4 0,918231457195683

181 4 0,923378203533086

699 3 0,893550713288764

326 4 0,919577367321663

348 4 0,95009783018232

696 4 0,872432917009159

197 4 0,787770348451955

674 5 0,88461963698176

692 5 0,831670503596082

229 5 0,91071707763007

279 5 0,878332193655665

688 5 0,888785111391447

459 6 0,896544806613093

484 5 0,825030132659379

484 5 0,850823260384862

651 7 0,78249181483443

303 7 0,754346460529187

546 7 0,924665503834706

72 8 0,792094301132462

252 7 0,843881016606723

255 8 0,88414662949132

462 7 0,890837864592091

670 8 0,794251627417052

317 8 0,692915351916214

188 8 0,903125709131484

188 8 0,9068636001793

540 9 0,859463879295452

554 9 0,968488572115257

666 9 0,950692049453876

746 8 0,810008319425867

637 9 0,73487479349189

206 9 0,932272276876155

435 9 0,833959032122857

479 9 0,942817449150996

377 10 0,89286789360387

599 10 0,919780490205908

224 10 0,768747102967214

282 10 0,79644379268862

285 10 0,788663585658691

739 10 0,933214636283906

40 11 0,71671601447829

329 12 0,848774470211197

589 12 0,939467357213208

148 13 0,880193577176325

534 13 0,755539850745366

609 13 0,874678878100508

646 13 0,594460604752142

391 13 0,905659005972921

605 14 0,933426572177281

288 14 0,955002722521973

288 14 0,858448341209196

711 14 0,757915980622252

399 15 0,848390645601212

586 15 0,946961430847943

16 16 0,948884117084569

256 16 0

308 16 0,917565420689655

155 17 0,841904138685116

564 17 0,782259301640436

615 17 0,861968647127984

714 17 0,744593608274768

122 18 0,918268225486644

193 18 0,940010219150686

484 18 0,968137512541522

725 18 0,881925725906015

21 18 0,717544619092937

21 18 0,747457334336728

89 18 0,816198223100145

89 18 0,813396498986506

142 19 0,725917785822959

75 19 0,927495503392932

300 19 0,741957126093664

315 19 0,899701959055464

404 19 0,924592292752981

404 19 0,920132848212925

11 20 0,844698122061883

241 20 0,97046686160677

42 21 0,823947699417409

158 21 0,925625735120894

635 21 0,66413601539976

635 21 0,886047569414639

152 21 0,859735004911959

237 21 0,867880071479592

438 21 0,701931919878649

566 21 0,920698756665275

635 21 0,66413601539976

635 21 0,886047569414639

677 21 0,91846084933231

677 21 0,92358917700064

707 21 0,735051568565885

752 22 0,819175324587456

296 22 0,705760623876877

761 22 0,825470192070451

58 23 0,782483640569661

300 23 0,948986104164113

395 22 0,813682215481935

698 22 0,943593938966117

98 23 0,922667789191916

303 23 0,83944108943085

441 23 0

31 24 0,683121395152463

31 24 0,758325584725428

233 24 0,90954014586534

486 24 0,806668871243435

733 24 0,933077169627155

210 24 0,867005246807042

256 24 0,93606414403993

336 24 0,93220173819787

554 24 0,897182885672814

755 24 0,784123264558669

151 25 0,793397458125949

251 24 0,837165387639801

630 24 0,905705697249207

242 25 0,874919864926241

379 25 0,71499689587703

156 25 0,914518919710055

162 26 0

339 26 0,733909010837598

339 26 0,732717166325183

394 26 0,840964638492131

86 26 0,909778855958005

482 26 0

698 26 0,5898168782109

120 27 0,726290711843661

400 26 0,718286200638878

400 26 0,746902446049005

509 26 0,866270907114551

737 27 0,808047546543329

154 27 0,933257335248183

311 27 0,902452382090527

234 28 0,898603317311312

238 27 0,785624144593344

249 28 0,7776017643304

648 28 0,693366323232108

664 28 0,615700680315568

700 28 0,909081750719387

117 29 0,64671334478928

351 28 0,876163839721508

388 28 0,887506591891374

394 28 0,759699506632056

587 28 0,927949619553481

587 28 0,973295704047602

611 29 0,896188279897485

410 29 0,809920990961312

410 29 0,801804521614525

417 30 0,72927194721871

670 30 0,481274411155677

34 30 0,789961699107495

34 30 0,808057244229288

337 30 0,873624910383104

337 30 0,87707275049393

690 30 0,757298451314823

24 31 0,608566316093395

368 31 0,775080640380803

582 31 0,765057423417358

315 32 0,907123792983926

426 32 0,879814672226512

587 31 0,915726213560853

573 32 0,823143848954407

626 32 0,919968573849276

731 32 0,942620256569817

745 32 0,93487672195307

261 33 0,576340881963151

311 33 0,817648244244994

197 33 0,94420683030627

282 33 0,771511695227033

646 33 0,797840695256831

304 34 0,892548235002401

406 33 0,928693968112138

601 33 0,875688192008133

722 34 0,947113211262647

352 35 0,614620914585916

532 35 0,900463392777513

741 35 0,899096321407759

532 35 0,900463392777513

647 35 0,829188557158249

47 36 0,704885613800685

230 35 0,606707208967237

258 36 0,388474910411984

258 36 0,399774308173287

410 35 0,930819829339143

634 36 0,75715254652575

731 35 0,944168293133527

393 36 0,737008245084466

612 37 0,958830035685365

683 37 0,643311292342275

340 38 0,678844155141909

418 37 0,962572964223649

552 38 0,802174306773366

624 37 0,961269737280926

624 37 0,885050630060346

629 37 0,878958598392647

54 38 0,747677545636774

228 38 0,915594413369113

282 39 0,922678485131972

282 39 0,920634483978406

375 39 0,876452716484097

596 38 0,958460319882592

136 39 0,814791383371011

409 39 0,922297774118396

409 39 0,923682227472592

648 39 0,921414976666445

153 40 0,950673827180227

667 40 0,919040608254427

